id,series,date,title,area,category,n_coords,lon,lat,depth_triples,description
182702,NW-C-2693-26,2026-06-30,Newly Discovered Dangers Cancels NW-C-0509-26,St. Marys River,Shallow Depth Confirmed,4,-84.1009986,46.2593549,[],Shoal located in area bounded by: 46 15.561N 084 06.060W 46 15.650N 084 06.188W 46 15.655N 084 06.181W 46 15.566N 084 06.053W Depth: 7.2 metres In Force Shoals number CNA1181/26 refers.
182711,NW-C-2704-26,2026-06-30,Newly Discovered Dangers Cancels NW-C-0511-26,St. Marys River,Shallow Depth Confirmed,4,-84.0985912,46.2574414,[],Shoal located in area bounded by: 46 15.446N 084 05.915W 46 15.471N 084 05.951W 46 15.478N 084 05.942W 46 15.453N 084 05.906W Depth: 2.2 metres In Force Shoals number CNA1185/26 refers.
182712,NW-C-2705-26,2026-06-30,Newly Discovered Dangers Cancels NW-C-0512-26,St. Marys River,Shallow Depth Confirmed,4,-84.0985425,46.257626,[],Shoal located in area bounded by: 46 15.458N 084 05.913W 46 15.517N 084 05.999W 46 15.525N 084 05.987W 46 15.466N 084 05.901W Depth: 2.7 metres In Force Shoals number CNA1184/26 refers.
182714,NW-C-2706-26,2026-06-30,Newly Discovered Dangers Cancels NW-C-0513-26,St. Marys River,Shallow Depth Confirmed,4,-84.0987544,46.258037,[],Shoal located in area bounded by: 46 15.482N 084 05.925W 46 15.513N 084 05.970W 46 15.522N 084 05.959W 46 15.490N 084 05.914W Depth: 2.6 metres In Force Shoals number CNA1183/26 refers.
182715,NW-C-2707-26,2026-06-30,Newly Discovered Dangers Cancels NW-C-0510-26,St. Marys River,Shallow Depth Confirmed,4,-84.1004494,46.2595419,[],Shoal located in area bounded by: 46 15.573N 084 06.027W 46 15.701N 084 06.154W 46 15.707N 084 06.142W 46 15.578N 084 06.015W Depth: 3.1 metres In Force Shoals number CNA1182/26 refers.
182716,NW-C-2702-26,2026-06-30,Submerged Object,Muskoka Lakes Vicinity Lake Muskoka,Submerged Object,1,-79.52707089704523,45.02360099094446,[],Submerged tree 0.6 metres in diameter reported in the vicinity of 45 01.416N 079 31.624W.
182734,NW-C-2716-26,2026-06-30,Aids to Navigation,Ottawa River Vicinity Mattawa,Lights Aids Marsh Lake Point light LL 1314 Mackey Point light LL 1315 Stonecliffe light LL 1316 Bissett Bay Point light LL 1317 Powell Creek light LL 1318 Deerhorn Rock light LL 1319 Deux Rivières light LL 1320 Bear Point light LL 1321 Bald Rock light LL 1322,9,-77.75197597222223,46.19228186111111,[],Light changed to daybeacon.
182790,NW-N-0475-26,2026-07-01,Aids to Navigation Cancels NW-N-0036-26,Southwest Coast,Buoys Aids Southwest Rock light buoy QS2 LL 140.7,1,-57.41781666666667,47.504666666666665,[],Missing
182793,NW-N-0477-26,2026-07-01,Aids to Navigation,Southwest Coast,Buoys Aids Grey River Rocks North Cardinal light and whistle buoy QGR LL 139.21,1,-57.09316666666667,47.474,[],Missing
182843,NW-C-2805-26,2026-07-03,Newly Discovered Dangers,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-73.0876913,46.0613915,[],Shoal located in area bounded by: 46 03.683N 073 05.261W 46 03.683N 073 05.264W 46 03.686N 073 05.264W 46 03.686N 073 05.262W Depth: 11.2 metres In Force Shoals number Q5143/26 refers.
182959,NW-C-2869-26,2026-07-07,Shallow Depth Confirmed Cancels NW-C-2174-26,Montréal to Trois-Rivières Vicinity Sorel-Tracy,Shallow Depth Confirmed,3,-73.11348333333333,46.0509,"[[46.0509, -73.11348333333333, 6.4], [46.050666666666665, -73.11333333333333, 5.3], [46.050783333333335, -73.11198333333333, 4.5]]","Shallow depths confirmed at 071449 UTC Jul 2026: 46 03.054N 073 06.809W, 6.4 metres. 46 03.040N 073 06.800W, 5.3 metres. 46 03.047N 073 06.719W, 4.5 metres."
183029,NW-P-0914-26,2026-07-09,Uncharted Rock Cancels NW-P-0913-26,Prince Rupert Harbour,Uncharted Rock,1,-130.4422873,54.3310138,[],Uncharted rock reported in Venn Passage at 54 19.861N 130 26.537W at 091751 UTC Jul 2026 at a depth of 0.9m.
183030,NW-C-2903-26,2026-07-09,Shallow Depth Confirmed,Pointe-des-Monts to Anticosti - south Vicinity Sainte-Anne-des-Monts,Shallow Depth Confirmed,1,-66.37186666666666,49.16951666666667,"[[49.16951666666667, -66.37186666666666, 2.3]]","Shallow depth confirmed at 49 10.171N 066 22.312W, 2.3 metres."
183032,NW-A-0121-26,2026-07-09,Shallow Depth Confirmed,Ungava,Shallow Depth Confirmed,3,-68.26143333333333,58.82523333333334,[],"Shoal located at: 58 49.514N 068 15.686W, depth unknown 58 49.548N 068 15.778W, depth unknown 58 45.608N 068 13.631W, depth unknown"
183036,NW-C-2906-26,2026-07-09,Waterway Information Cancels NW-C-3551-25,Lake Saint-Louis - west Vicinity Île Perrot,Shallow Depth Reported,4,-73.88431666666666,45.3909,"[[45.3909, -73.88431666666666, 1.2], [45.38955, -73.87788333333333, 0.4], [45.385733333333334, -73.87048333333334, 0.4], [45.368883333333336, -73.84326666666666, 0.6]]","Shallower depths located at: 45 23.454N 073 53.059W, 1.2 metres 45 23.373N 073 52.673W, 0.4 metres 45 23.144N 073 52.229W, 0.4 metres 45 22.133N 073 50.596W, 0.6 metres"
183058,NW-P-0917-26,2026-07-10,Uncharted Rock,Hecate Strait,Uncharted Rock,1,-132.1408888888889,53.20413888888889,[],Uncharted rock reported in 53 12.248N 132 08.453W at 101300 UTC Jul 2026. Depth 3.9 metres WGS84.
183105,NW-P-0926-26,2026-07-12,Aids to Navigation,Southern Alaska,Lights Aids Lord Rock (U.S.) LL 761,1,-130.82033666666666,54.72578222222222,[],Light Unlit
183132,NW-C-2954-26,2026-07-13,Shallow Depth Confirmed,Lake Superior Vicinity Marathon,Shallow Depth Confirmed,1,-86.430095,48.692725,"[[48.69273333333334, -86.4301, 8.9]]","Shallow depth confirmed at 48 41.564N 086 25.806W, 8.9 metres."
183187,NW-M-0960-26,2026-07-15,Shallow Depth Confirmed,Chaleur - Miscou - south,Shallow Depth Confirmed,4,-64.6671006,47.71063565,"[[47.710633333333334, -64.6671, 2.0], [47.71005, -64.67016666666666, 1.93], [47.70953333333333, -64.67135, 1.53], [47.71105, -64.66206666666666, 1.95]]","Shallow depth confirmed in Shippagan, New Brunswick at 092000 UTC Jun 2026. Latitude Longitude Depth (meters) 47 42.638N 064 40.026W 2m 47 42.603N 064 40.210W 1.93m 47 42.572N 064 40.281W 1.53m 47 42.663N 064 39.724W 1.95m"
183193,NW-N-0503-26,2026-07-14,Aids to Navigation Cancels NW-N-0501-26,Southwest Coast,Buoys Aids Net Rocks light buoy V23 LL 130.31,1,-56.0395,47.47643333333333,[],Missing
183219,NW-N-0504-26,2026-07-15,Aids to Navigation Cancels NW-N-0494-26,South Labrador Coast,Buoys Aids Man of War Rock light buoy H1 LL 290,2,-58.33421666666667,54.22215,[],Off position
183241,NW-C-2999-26,2026-07-15,Newly Discovered Dangers,Beauport to L'Isle-aux-Coudres,Shallow Depth Confirmed,4,-70.729109,47.0763551,[],Shoal located in area bounded by: 47 04.581N 070 43.747W 47 04.531N 070 43.779W 47 04.542N 070 43.816W 47 04.592N 070 43.783W Depth: 11.8 metres In Force Shoals number Q5144/26 refers.
183320,NW-C-3033-26,2026-07-17,Newly Discovered Dangers,Beauport to L'Isle-aux-Coudres,Shallow Depth Confirmed,4,-70.7283775,47.0782031,[],Shoal located in area bounded by: 47 04.692N 070 43.703W 47 04.622N 070 43.748W 47 04.625N 070 43.756W 47 04.695N 070 43.711W Depth: 12.3 metres In Force Shoals number Q5145/26 refers.
183321,NW-C-3034-26,2026-07-17,Newly Discovered Dangers Cancels NW-C-1335-26,Port of Montreal,Shallow Depth Confirmed,4,-73.5314646,45.5358369,[],Shoal located in area bounded by: 45 32.150N 073 31.888W 45 32.142N 073 31.895W 45 32.146N 073 31.903W 45 32.154N 073 31.896W Depth: 10.3 metres In Force Shoals number Q5146/26 refers.
183322,NW-C-3035-26,2026-07-17,Newly Discovered Dangers Cancels NW-C-1335-26,Port of Montreal,Shallow Depth Confirmed,4,-73.5304401882398,45.5370760778116,[],Shoal located in area bounded by: 45 32.225N 073 31.826W 45 32.223N 073 31.827W 45 32.224N 073 31.829W 45 32.225N 073 31.828W Depth: 10.9 metres In Force Shoals number Q5147/26 refers.
183330,NW-N-0508-26,2026-07-17,Aids to Navigation Cancels NW-N-0682-25,Southwest Coast,Buoys Aids Bad Rock light buoy QQ2 LL 140.5,2,-57.36336111111111,47.49881666666667,[],Off position
183338,NW-C-3044-26,2026-07-17,Shallow Depth Confirmed,Lake Superior Vicinity Thunder Bay,Shallow Depth Confirmed,7,-89.25229666666667,48.36582833333333,"[[48.365833333333335, -89.2523, 6.2], [48.370333333333335, -89.24943333333333, 4.9], [48.43953333333333, -89.19615, 3.6], [48.449083333333334, -89.17356666666667, 4.8], [48.39183333333333, -89.21641666666666, 6.0], [48.35575, -89.22361666666667, 3.3], [48.437666666666665, -89.19088333333333, 6.5]]","Shallow depths confirmed at: 48 21.950N 089 15.138W, 6.2 metres. 48 22.220N 089 14.966W, 4.9 metres. 48 26.372N 089 11.769W, 3.6 metres. 48 26.945N 089 10.414W, 4.8 metres. 48 23.510N 089 12.985W, 6.0 metres. 48 21.345N 089 13.417W, 3.3 metres. 48 26.260N 089 11.453W, 6.5 metres."
183391,NW-C-3070-26,2026-07-20,Aids to Navigation,Lake of the Woods Vicinity Brûlé Island,Buoys Aids Parrotts Rock red spar buoy MS16,1,-94.34516944444445,49.12119444444444,[],Missing
183463,NW-C-3108-26,2026-07-22,Shallow Depth Confirmed,Lake Superior Vicinity Marathon,Shallow Depth Confirmed,3,-86.9453921,48.7011199,"[[48.701116666666664, -86.9454, 31.6], [48.7106, -86.4548, 26.4], [48.71236666666667, -86.45015, 40.1]]","Shallow depths confirmed at: 48 42.067N 086 56.724W, 31.6 metres. 48 42.636N 086 27.288W, 26.4 metres. 48 42.742N 086 27.009W, 40.1 metres."
183571,NW-C-3156-26,2026-07-24,Submerged Object,Lake Ontario Vicinity Etobicoke,Submerged Object,1,-79.49312,43.59903,[],Tree trunk reported awash at 43 35.942N 079 29.587W.
183675,NW-C-3206-26,2026-07-28,Shallow Depth Confirmed,Lake Superior Vicinity Terrace Bay,Shallow Depth Confirmed,6,-86.99739911666667,48.798811433333334,"[[48.79881666666667, -86.9974, 6.5], [48.80748333333333, -86.96463333333334, 18.3], [48.80323333333333, -86.97378333333333, 18.7], [48.805816666666665, -86.96693333333333, 19.5], [48.78555, -86.99098333333333, 22.4], [48.7836, -86.98785, 24.6]]","Shallow depths confirmed at: 48 47.929N 086 59.844W, 6.5 metres. 48 48.449N 086 57.878W, 18.3 metres. 48 48.194N 086 58.427W, 18.7 metres. 48 48.349N 086 58.016W, 19.5 metres. 48 47.133N 086 59.459W, 22.4 metres. 48 47.016N 086 59.271W, 24.6 metres."
183701,NW-C-3216-26,2026-07-28,Newly Discovered Dangers Cancels NW-C-1738-26,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-72.1068948,46.5652901,[],Shoal located in area bounded by: 46 33.917N 072 06.414W 46 33.917N 072 06.426W 46 33.920N 072 06.426W 46 33.920N 072 06.414W Depth: 10.5 metres In Force Shoals number Q5151/26 refers.
183713,NW-C-3220-26,2026-07-28,Newly Discovered Dangers Cancels NW-C-1127-26,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-72.2283991,46.5008518,[],Shoal located in area bounded by: 46 30.051N 072 13.704W 46 30.026N 072 13.716W 46 30.029N 072 13.727W 46 30.054N 072 13.716W Depth: 9.3 metres In Force Shoals number Q5152/26 refers.
183747,NW-C-3232-26,2026-07-29,Newly Discovered Dangers,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-71.9298375,46.6312686,[],Shoal located in area bounded by: 46 37.876N 071 55.790W 46 37.873N 071 55.797W 46 37.874N 071 55.797W 46 37.877N 071 55.791W Depth: 10.5 metres In Force Shoals number Q5154/26 refers.
183773,NW-N-0540-26,2026-07-30,Aids to Navigation,South Labrador Coast,Buoys Aids Hatten Shoal light buoy NCH2 LL 284.8,1,-57.07345,53.6581,[],Submerged
183802,NW-N-0541-26,2026-07-30,Aids to Navigation Cancels NW-N-0199-26,South Coast,Buoys Aids Galloper Rock light and whistle buoy PR1 LL 66,1,-55.07,47.108333333333334,[],Off position in the vicinity of 47 06.500N 055 04.200W
183846,NW-P-1044-26,2026-07-31,Uncharted Rock,West Coast Haida Gwaii,Uncharted Rock,1,-132.36028454,53.024132885,[],Uncharted rock reported in 53 01.448N 132 21.617W at 312303 UTC Jul 2026.
183896,NW-C-3327-26,2026-08-01,Submerged Object,Montréal to Trois-Rivières Vicinity Rapides de Lachine,Submerged Object,1,-73.578,45.41833333333334,[],Submerged orange aluminum vessel reported in 45 25.100N 073 34.680W at 012230 UTC Aug 2026.
183919,NW-A-0180-26,2026-08-02,Submerged Object,Beaufort Sea Shipping Safety Control Zone 12,Submerged Object,1,-132.9805,69.4405,[],"Submerged green navigational buoy with a square top mark, 2 feet by 2 feet in size, reported in 69 26.430N 132 58.830W at 022140 UTC Aug 2026."
183920,NW-M-1052-26,2026-08-02,Submerged Object,Southwestern Shore,Submerged Object,1,-63.858783333333335,44.48951666666667,[],Submerged Object reported in 44 29.371N 063 51.527W at 022054 UTC Aug 2026.
183934,NW-P-1057-26,2026-08-03,Aids to Navigation,Haro Strait,Buoys Aids Lee Rock green spar buoy V25,1,-123.28825,48.418416666666666,[],"Permanently fitted with a light showing characteristic Fl G 4s, nominal range of 4.0nm."
183945,NW-N-0554-26,2026-08-03,Aids to Navigation,East Coast,Buoys Aids Cary Rock light buoy JK3 LL 442.75,1,-53.40083333333333,48.62833333333333,[],Missing
184009,NW-C-3394-26,2026-08-05,Newly Discovered Dangers Cancels NW-C-1253-26,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-72.4311706,46.3857842,[],Shoal located in area bounded by: 46 23.147N 072 25.870W 46 23.239N 072 25.673W 46 23.232N 072 25.666W 46 23.140N 072 25.863W Depth: 9.9 metres In Force Shoals number Q5165/26 refers.
184139,NW-N-0586-26,2026-08-07,Shallow Depth Confirmed,Northeast Coast,Shallow Depth Confirmed,1,-54.90193333333333,49.56646666666666,[],"Recent hydrographic surveys have identified an uncharted shoal in position 49 33.988N 054 54.116W, in the vicinity of Valley Pond. Caution."
184166,NW-M-1084-26,2026-08-08,Aids to Navigation,Southwestern Shore Vicinity Lockeport,Buoys Aids Laurier Rock light buoy KK61 LL 371,2,-65.09608333333334,43.68383333333333,[],Off position in 43 40.50N 065 05.75W
184168,NW-N-0588-26,2026-08-08,Aids to Navigation,Southwest Coast,Buoys Aids Watch Rock North Cardinal light and whistle buoy QLB LL 138.5,1,-56.83555,47.39021666666667,[],Missing
184268,NW-C-3494-26,2026-08-11,Newly Discovered Dangers,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-73.0873865754201,46.0613764491923,[],Shoal located in area bounded by: 46 03.683N 073 05.243W 46 03.682N 073 05.245W 46 03.684N 073 05.245W 46 03.684N 073 05.244W Depth: 11.2 metres In Force Shoals number Q5166/26 refers.
184269,NW-C-3495-26,2026-08-11,Newly Discovered Dangers,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-73.0785695,46.0621715,[],Shoal located in area bounded by: 46 03.730N 073 04.714W 46 03.715N 073 04.886W 46 03.723N 073 04.887W 46 03.739N 073 04.716W Depth: 10.9 metres In Force Shoals number Q5167/26 refers.
184326,NW-M-1117-26,2026-08-12,Aids to Navigation,Northumberland Strait,Buoys Aids Dixon Rock light buoy C28 LL 699,1,-61.40322777777778,45.64201666666666,[],Unreliable
184344,NW-A-0210-26,2026-08-12,Sandbar Change,Shipping Safety Control Zone 13,Sandspit or Sandbar Change,1,-80.52573333333333,72.88848333333334,[],Sandbar reported in 72 53.308N 080 31.543W at 121618 UTC Aug 2026.
184399,NW-M-1145-26,2026-08-13,Aids to Navigation,Eastern Shore,Buoys Aids Frenchman Rock light buoy VV8 LL 610.5,1,-62.11763888888889,44.93236111111111,[],Unlit
184408,NW-C-3538-26,2026-08-13,Newly Discovered Dangers,Beauport to L'Isle-aux-Coudres,Shallow Depth Confirmed,4,-70.781251,47.0139584,[],Shoal located in area bounded by: 47 00.838N 070 46.875W 47 00.835N 070 46.878W 47 00.837N 070 46.882W 47 00.839N 070 46.879W Depth: 12.4 metres In Force Shoals number Q5168/26 refers.
184409,NW-C-3539-26,2026-08-13,Newly Discovered Dangers,Beauport to L'Isle-aux-Coudres,Shallow Depth Confirmed,4,-70.7783284,47.0173032,[],Shoal located in area bounded by: 47 01.038N 070 46.700W 47 01.036N 070 46.702W 47 01.040N 070 46.711W 47 01.042N 070 46.709W Depth: 12.3 metres In Force Shoals number Q5169/26 refers.
184410,NW-C-3540-26,2026-08-13,Newly Discovered Dangers,Beauport to L'Isle-aux-Coudres,Shallow Depth Confirmed,4,-70.76907,47.0280649,[],Shoal located in area bounded by: 47 01.684N 070 46.144W 47 01.683N 070 46.145W 47 01.684N 070 46.147W 47 01.685N 070 46.147W Depth: 12.4 metres In Force Shoals number Q5170/26 refers.
184411,NW-C-3541-26,2026-08-13,Newly Discovered Dangers,Beauport to L'Isle-aux-Coudres,Shallow Depth Confirmed,4,-70.7660008,47.0309205,[],Shoal located in area bounded by: 47 01.855N 070 45.960W 47 01.854N 070 45.961W 47 01.856N 070 45.965W 47 01.857N 070 45.964W Depth: 12.4 metres In Force Shoals number Q5171/26 refers.
184412,NW-C-3542-26,2026-08-13,Newly Discovered Dangers,Beauport to L'Isle-aux-Coudres,Shallow Depth Confirmed,4,-70.7641827,47.031847,[],Shoal located in area bounded by: 47 01.911N 070 45.851W 47 01.907N 070 45.855W 47 01.912N 070 45.865W 47 01.916N 070 45.861W Depth: 12.2 metres In Force Shoals number Q5172/26 refers.
184413,NW-C-3543-26,2026-08-13,Newly Discovered Dangers,Beauport to L'Isle-aux-Coudres,Shallow Depth Confirmed,4,-70.7677878,47.0327684,[],Shoal located in area bounded by: 47 01.966N 070 46.067W 47 01.963N 070 46.070W 47 01.967N 070 46.077W 47 01.969N 070 46.074W Depth: 12.2 metres In Force Shoals number Q5173/26 refers.
184438,NW-C-3553-26,2026-08-14,Newly Discovered Dangers,Beauport to L'Isle-aux-Coudres,Shallow Depth Confirmed,4,-70.788215613712,47.0076536656204,[],Shoal located in area bounded by: 47 00.459N 070 47.293W 47 00.458N 070 47.294W 47 00.459N 070 47.296W 47 00.460N 070 47.295W Depth: 12.4 metres In Force Shoals number Q5174/26 refers.
184460,NW-C-3560-26,2026-08-14,Submerged Object,Lake Erie Vicinity Long Point,Submerged Object,1,-80.42166666666667,42.57666666666667,[],Fixed log with 90 centimetres visible above the surface reported in the vicinity of 42 34.6N 080 25.3W.
184562,NW-N-0630-26,2026-08-18,Shallow Depth Reported Cancels NW-N-0629-26,Northeast Gulf - south,Shallow Depth Reported,0,,,"[[49.92345, -57.805566666666664, 0.8], [49.92358333333333, -57.805366666666664, 0.6], [49.92368333333334, -57.80468333333334, 0.8], [49.92308333333333, -57.80558333333333, 1.5], [49.92295, -57.8033, 0.9], [49.92276666666667, -57.803016666666664, 1.1], [49.92426666666667, -57.802933333333335, 4.7]]",A sounding survey near Cow Head has identified shallower depths at the following locations: Latitude Longitude Depth 49 55.407N 057 48.334W 0.8M 49 55.415N 057 48.322W 0.6M 49 55.400N 057 48.387W -0.1M 49 55.421N 057 48.281W 0.8M 49 55.385N 057 48.335W 1.5M 49 55.377N 057 48.198W 0.9M 49 55.366N 057 48.181W 1.1M 49 55.456N 057 48.176W 4.7M Caution.
184566,NW-P-1152-26,2026-08-18,Uncharted Rock,West Coast Haida Gwaii,Uncharted Rock,1,-132.18053333333333,52.95803333333333,[],Out of position rock reported in 52 57.482N 132 10.832W near Englefield Bay at 181857 UTC Aug 2026. Described as the Thorn Rock that dries to 0.28 meters.
184589,NW-C-3624-26,2026-08-19,Newly Discovered Dangers Cancels NW-C-1430-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.9205911,46.1754049,[],Shoal located in area bounded by: 46 10.524N 072 55.235W 46 10.512N 072 55.252W 46 10.521N 072 55.266W 46 10.533N 072 55.249W Depth: 10.7 metres In Force Shoals number Q5175/26 refers.
184590,NW-C-3623-26,2026-08-19,Newly Discovered Dangers,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.9190981,46.1764851,[],Shoal located in area bounded by: 46 10.589N 072 55.146W 46 10.580N 072 55.158W 46 10.586N 072 55.166W 46 10.594N 072 55.154W Depth: 10.4 metres In Force Shoals number Q5176/26 refers.
184607,NW-C-3632-26,2026-08-19,Shallow Depth Reported,Port of Trois-Rivieres Vicinity Port of Trois-Rivières,Shallow Depth Reported,1,-72.54671810573537,46.33000472678524,[],"Shallow depths reported: Pier 19, at bollard 19-1 and 19-3: 10.6 metres. Pier 19 from bollard 19-3 to bollard 20-1: 10.7 metres."
184619,NW-P-1160-26,2026-08-20,Submerged Object,Strait of Georgia,Submerged Object,1,-124.59925,49.3985,[],A pipe showing two feet out of the water reported in Qualicum Bay at 49 23.910N 124 35.955W at 201633 UTC Aug 2026. Described as a ten inch steel pipe.
184647,NW-A-0233-26,2026-08-21,Shallow Depth Confirmed,Shipping Safety Control Zone 8,Shallow Depth Confirmed,1,-81.44968333333334,66.92825,[],"Shoal confirmed in 66 55.695N 081 26.981W, depth unknown, located in the vicinity of a 31m sounding."
184661,NW-M-1188-26,2026-08-22,Uncharted Rock,Fundy Vicinity Grand Lake,Uncharted Rock,1,-66.05741111111111,45.95395833333334,[],Uncharted rock or shoal reported in 45 57.238N 066 03.445W at 221215 UTC Aug 2026.
184772,NW-N-0641-26,2026-08-25,Shallow Depth Reported,Northeast Coast,Shallow Depth Reported,0,,,"[[49.962066666666665, -55.60615, 0.305], [49.9639, -55.60435, 1.219], [49.962133333333334, -55.6071, 2.743], [49.96431666666667, -55.605333333333334, 3.353], [49.96233333333333, -55.60565, 4.572], [49.962633333333336, -55.60601666666667, 8.839]]",A hydrographic survey in La Scie Harbour has identified shallower depths at the following locations: Latitude Longitude Depth 49 57.724N 055 36.369W 0.305 m Latitude Longitude Depth 49 57.834N 055 36.261W 1.219 m Latitude Longitude Depth 49 57.728N 055 36.426W 2.743 m Latitude Longitude Depth 49 57.859N 055 36.320W 3.353 m Latitude Longitude Depth 49 57.740N 055 36.339W 4.572 m Latitude Longitude 
184773,NW-C-3714-26,2026-08-25,Newly Discovered Dangers Cancels NW-C-1415-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.956119,46.1339749,[],Shoal located in area bounded by: 46 08.038N 072 57.367W 46 07.682N 072 57.485W 46 07.684N 072 57.495W 46 08.040N 072 57.377W Depth: 10.0 metres In Force Shoals number Q5177/26 refers.
184774,NW-C-3713-26,2026-08-25,Newly Discovered Dangers,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.9561407303548,46.1311750371819,[],Shoal located in area bounded by: 46 07.871N 072 57.368W 46 07.869N 072 57.369W 46 07.869N 072 57.371W 46 07.871N 072 57.370W Depth: 10.7 metres In Force Shoals number Q5178/26 refers.
184786,NW-C-3724-26,2026-08-26,Newly Discovered Dangers Cancels NW-C-1414-26,Montréal to Trois-Rivières,Shallow Depth Confirmed,4,-72.9601439,46.1239974,[],Shoal located in area bounded by: 46 07.440N 072 57.609W 46 07.428N 072 57.613W 46 07.430N 072 57.631W 46 07.443N 072 57.627W Depth: 11.2 metres In Force Shoals number Q5179/26 refers.
184805,NW-A-0249-26,2026-08-26,Shallow Depth Confirmed,Shipping Safety Control Zone 16,Shallow Depth Confirmed,4,-91.99383333333333,62.65603333333333,[],4 shoals of unknown depth confirmed at 261946 UTC Aug 2026 in the following coordinates: 62 39.362N 091 59.63W 62 40.808N 091 44.653W 62 40.809N 091 46.528W 62 41.376N 091 56.117W
184807,NW-C-3733-26,2026-08-26,Newly Discovered Dangers,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-72.3861353,46.4111182,[],Shoal located in area bounded by: 46 24.667N 072 23.168W 46 24.664N 072 23.174W 46 24.668N 072 23.179W 46 24.671N 072 23.173W Depth: 11.0 metres In Force Shoals number Q5182/26 refers.
184808,NW-C-3734-26,2026-08-26,Newly Discovered Dangers Cancels NW-C-3391-26,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-72.3810382,46.411801,[],Shoal located in area bounded by: 46 24.708N 072 22.862W 46 24.703N 072 22.870W 46 24.712N 072 22.881W 46 24.717N 072 22.873W Depth: 10.9 metres In Force Shoals number Q5180/26 refers.
184809,NW-C-3735-26,2026-08-26,Newly Discovered Dangers Cancels NW-C-3392-26,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-72.3885817,46.4092361,[],Shoal located in area bounded by: 46 24.554N 072 23.315W 46 24.551N 072 23.321W 46 24.559N 072 23.331W 46 24.563N 072 23.325W Depth: 11.1 metres In Force Shoals number Q5181/26 refers.
184816,NW-C-3737-26,2026-08-27,Newly Discovered Dangers,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-71.7760013,46.6556841,[],Shoal located in area bounded by: 46 39.341N 071 46.560W 46 39.342N 071 46.563W 46 39.344N 071 46.562W 46 39.343N 071 46.559W Depth: 10.6 metres In Force Shoals number Q5183/26 refers.
184817,NW-C-3738-26,2026-08-27,Newly Discovered Dangers,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-71.7716236,46.6544227,[],Shoal located in area bounded by: 46 39.265N 071 46.297W 46 39.266N 071 46.299W 46 39.267N 071 46.298W 46 39.267N 071 46.296W Depth: 10.6 metres In Force Shoals number Q5184/26 refers.
184818,NW-C-3739-26,2026-08-27,Newly Discovered Dangers,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-71.7743641,46.6543619,[],Shoal located in area bounded by: 46 39.262N 071 46.462W 46 39.265N 071 46.471W 46 39.270N 071 46.467W 46 39.267N 071 46.458W Depth: 10.4 metres In Force Shoals number Q5185/26 refers.
184819,NW-C-3740-26,2026-08-27,Newly Discovered Dangers,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-71.774541,46.6539817,[],Shoal located in area bounded by: 46 39.239N 071 46.472W 46 39.242N 071 46.480W 46 39.250N 071 46.475W 46 39.247N 071 46.467W Depth: 10.3 metres In Force Shoals number Q5186/26 refers.
184820,NW-C-3742-26,2026-08-27,Newly Discovered Dangers Cancels NW-C-3238-26,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-71.774332,46.6532022,[],Shoal located in area bounded by: 46 39.192N 071 46.460W 46 39.195N 071 46.469W 46 39.203N 071 46.464W 46 39.199N 071 46.455W Depth: 10.5 metres In Force Shoals number Q5187/26 refers.
184824,NW-C-3745-26,2026-08-27,Newly Discovered Dangers,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-72.4369870799775,46.383421442423,[],Shoal located in area bounded by: 46 23.005N 072 26.219W 46 23.005N 072 26.221W 46 23.006N 072 26.222W 46 23.007N 072 26.220W Depth: 11.2 metres In Force Shoals number Q5188/26 refers.
184825,NW-C-3746-26,2026-08-27,Newly Discovered Dangers,Trois-Rivières to Donnacona,Shallow Depth Confirmed,4,-72.4419366,46.3800825,[],Shoal located in area bounded by: 46 22.805N 072 26.516W 46 22.819N 072 26.438W 46 22.815N 072 26.437W 46 22.801N 072 26.515W Depth: 11.2 metres In Force Shoals number Q5189/26 refers.
